Thailand, 180477.0,4303.258064516129
Togo, 42092.0,2618.9333333333334
Trinidad and Tobago, 991.0,63.333333333333336
Tunisia, 53089.0,2097.5882352941176
Turkey, 16317170.0,201304.11392405065
Turks and Caicos Islands, 12935.0,181.02857142857144
Uganda, 90196.0,2652.3809523809523
Ukraine, 267835.0,5943.388888888889
United Arab Emirates, 8491382.0,84934.08045977012
United Kingdom, 36249902.0,313948.3944954128
United States of America, 157606463.0,1409953.4757281553
Uruguay, 772120.0,18014.852941176472
Venezuela, 14223.0,377.6216216216216
Vietnam, 48256.0,1922.9565217391305
Zimbabwe, 124753.0,2162.1
