New Caledonia,                      2019,               282.757,             15.468
New Caledonia,                      2020,               285.491,             15.618
New Zealand,                        2018,               4743.131,            18.013
New Zealand,                        2019,               4783.062,            18.165
New Zealand,                        2020,               4822.233,            18.314
Nicaragua,                          2018,               6465.502,            53.727
Nicaragua,                          2019,               6545.503,            54.392
Nicaragua,                          2020,               6624.554,            55.049
Niger,                              2018,               22442.831,           17.718
Niger,                              2019,               23310.719,           18.403
Niger,                              2020,               24206.636,           19.11
Nigeria,                            2018,               195874.685,          215.065
Nigeria,                            2019,               200963.603,          220.652
Nigeria,                            2020,               206139.587,          226.336
Niue,                               2018,               1.61,                6.192
Niue,                               2019,               1.614,               6.208
Niue,                               2020,               1.618,               6.223
North Macedonia,                    2018,               2082.957,            82.591
North Macedonia,                    2019,               2083.458,            82.611
North Macedonia,                    2020,               2083.38,             82.608
Northern Mariana Islands,           2018,               56.889,              123.672
Northern Mariana Islands,           2019,               57.213,              124.376
Northern Mariana Islands,           2020,               57.557,              125.124
Norway,                             2018,               5337.96,             14.614
Norway,                             2019,               5378.859,            14.726
Norway,                             2020,               5421.242,            14.842
Oman,                               2018,               4829.476,            15.604
Oman,                               2019,               4974.992,            16.074
Oman,                               2020,               5106.622,            16.5
Pakistan,                           2018,               212228.288,          275.307
Pakistan,                           2019,               216565.317,          280.933
Pakistan,                           2020,               220892.331,          286.546
Palau,                              2018,               17.911,              38.937
Palau,                              2019,               18.001,              39.133
Palau,                              2020,               18.092,              39.33
Panama,                             2018,               4176.868,            56.186
Panama,                             2019,               4246.44,             57.122
Panama,                             2020,               4314.768,            58.041
Papua New Guinea,                   2018,               8606.324,            19.004
Papua New Guinea,                   2019,               8776.119,            19.379
Papua New Guinea,                   2020,               8947.027,            19.757
Paraguay,                           2018,               6956.069,            17.508
Paraguay,                           2019,               7044.639,            17.731
Paraguay,                           2020,               7132.53,             17.953
Peru,                               2018,               31989.265,           24.992
Peru,                               2019,               32510.462,           25.399
Peru,                               2020,               32971.846,           25.759
Philippines,                        2018,               106651.394,          357.687
Philippines,                        2019,               108116.622,          362.601
Philippines,                        2020,               109581.085,          367.512
Poland,                             2018,               37921.585,           123.834
Poland,                             2019,               37887.771,           123.723
Poland,                             2020,               37846.605,           123.589
Portugal,                           2018,               10256.192,           111.979
Portugal,                           2019,               10226.178,           111.652
Portugal,                           2020,               10196.707,           111.33
Puerto Rico,                        2018,               3039.598,            342.683
Puerto Rico,                        2019,               2933.404,            330.711
Puerto Rico,                        2020,               2860.84,             322.53
Qatar,                              2018,               2781.682,            239.594
Qatar,                              2019,               2832.071,            243.934
Qatar,                              2020,               2881.06,             248.153
South Korea,                        2018,               51171.7,             526.295
South Korea,                        2019,               51225.321,           526.847
South Korea,                        2020,               51269.183,           527.298
Moldova,                            2018,               4051.95,             123.347
Moldova,                            2019,               4043.258,            123.082
Moldova,                            2020,               4033.963,            122.799
Romania,                            2018,               19506.11,            84.747
Romania,                            2019,               19364.558,           84.132
Romania,                            2020,               19237.682,           83.58
Russia,                             2018,               145734.034,          8.899
Russia,                             2019,               145872.26,           8.907
Russia,                             2020,               145934.46,           8.911
Rwanda,                             2018,               12301.969,           498.661
Rwanda,                             2019,               12626.938,           511.834
Rwanda,                             2020,               12952.209,           525.019
Saint Barthelemy,                   2018,               9.824,               446.545
Saint Barthelemy,                   2019,               9.853,               447.864
Saint Barthelemy,                   2020,               9.885,               449.318
Saint Helena,                       2018,               6.039,               15.485
Saint Helena,                       2019,               6.061,               15.541
Saint Helena,                       2020,               6.071,               15.567
Saint Kitts and Nevis,              2018,               52.438,              201.685
Saint Kitts and Nevis,              2019,               52.834,              203.208
Saint Kitts and Nevis,              2020,               53.192,              204.585
Saint Lucia,                        2018,               181.89,              298.18
Saint Lucia,                        2019,               182.795,             299.664
Saint Lucia,                        2020,               183.629,             301.031
Saint Martin,                       2018,               37.264,              703.094
Saint Martin,                       2019,               38.002,              717.019
Saint Martin,                       2020,               38.659,              729.415
Saint Pierre and Miquelon,          2018,               5.845,               25.413
Saint Pierre and Miquelon,          2019,               5.821,               25.309
Saint Pierre and Miquelon,          2020,               5.795,               25.196
Saint Vincent and the Grenadines,   2018,               110.21,              282.59
Saint Vincent and the Grenadines,   2019,               110.593,             283.572
Saint Vincent and the Grenadines,   2020,               110.947,             284.479
Samoa,                              2018,               196.128,             69.303
Samoa,                              2019,               197.093,             69.644
Samoa,                              2020,               198.41,              70.11
San Marino,                         2018,               33.784,              563.067
San Marino,                         2019,               33.864,              564.4
San Marino,                         2020,               33.938,              565.633
Sao Tome and Principe,              2018,               211.032,             219.825
Sao Tome and Principe,              2019,               215.048,             224.008
Sao Tome and Principe,              2020,               219.161,             228.293
Saudi Arabia,                       2018,               33702.757,           15.678
Saudi Arabia,                       2019,               34268.529,           15.941
Saudi Arabia,                       2020,               34813.867,           16.195
Senegal,                            2018,               15854.324,           82.347
Senegal,                            2019,               16296.362,           84.643
Senegal,                            2020,               16743.93,            86.968
Serbia,                             2018,               8802.741,            100.649
Serbia,                             2019,               8772.228,            100.3
Serbia,                             2020,               8737.37,             99.901
Seychelles,                         2018,               97.094,              211.074
Seychelles,                         2019,               97.741,              212.48
Seychelles,                         2020,               98.34,               213.783
Sierra Leone,                       2018,               7650.149,            105.987
Sierra Leone,                       2019,               7813.207,            108.246
Sierra Leone,                       2020,               7976.985,            110.515
Singapore,                          2018,               5757.503,            8225.004
Singapore,                          2019,               5804.343,            8291.919
Singapore,                          2020,               5850.343,            8357.633
Sint Maarten,                       2018,               41.936,              1233.412
Sint Maarten,                       2019,               42.389,              1246.735
Sint Maarten,                       2020,               42.882,              1261.235
Slovakia,                           2018,               5453.017,            113.397
Slovakia,                           2019,               5457.012,            113.48
Slovakia,                           2020,               5459.643,            113.534
Slovenia,                           2018,               2077.836,            103.17
Slovenia,                           2019,               2078.654,            103.21
Slovenia,                           2020,               2078.932,            103.224
Solomon Islands,                    2018,               652.856,             23.325
Solomon Islands,                    2019,               669.821,             23.931
Solomon Islands,                    2020,               686.878,             24.54
Somalia,                            2018,               15008.225,           23.924
Somalia,                            2019,               15442.906,           24.616
Somalia,                            2020,               15893.219,           25.334
South Africa,                       2018,               57792.52,            47.641
South Africa,                       2019,               58558.267,           48.272
South Africa,                       2020,               59308.69,            48.891
South Sudan,                        2018,               10975.924,           17.965
South Sudan,                        2019,               11062.114,           18.106
South Sudan,                        2020,               11193.729,           18.322
Spain,                              2018,               46692.863,           93.61
Spain,                              2019,               46736.782,           93.698
Spain,                              2020,               46754.783,           93.735
Sri Lanka,                          2018,               21228.76,            338.523
Sri Lanka,                          2019,               21323.734,           340.037
Sri Lanka,                          2020,               21413.25,            341.465
Palestine,                          2018,               4862.978,            807.804
Palestine,                          2019,               4981.422,            827.479
Palestine,                          2020,               5101.416,            847.411
Sudan,                              2018,               41801.532,           23.683
Sudan,                              2019,               42813.237,           24.256
Sudan,                              2020,               43849.269,           24.843
Suriname,                           2018,               575.987,             3.692
Suriname,                           2019,               581.363,             3.727
Suriname,                           2020,               586.634,             3.76
Sweden,                             2018,               9971.63,             24.301
Sweden,                             2019,               10036.391,           24.459
Sweden,                             2020,               10099.27,            24.612
Switzerland,                        2018,               8525.614,            215.751
Switzerland,                        2019,               8591.361,            217.415
Switzerland,                        2020,               8654.618,            219.016
Syria,                              2018,               16945.062,           92.278
Syria,                              2019,               17070.132,           92.959
Syria,                              2020,               17500.657,           95.304
Tajikistan,                         2018,               9100.847,            65.025
Tajikistan,                         2019,               9321.023,            66.598
Tajikistan,                         2020,               9537.642,            68.145
Thailand,                           2018,               69428.454,           135.897
Thailand,                           2019,               69625.581,           136.283
Thailand,                           2020,               69799.978,           136.624
Timor-Leste,                        2018,               1267.975,            85.271
Timor-Leste,                        2019,               1293.12,             86.962
Timor-Leste,                        2020,               1318.442,            88.665
Togo,                               2018,               7889.095,            145.047
Togo,                               2019,               8082.359,            148.6
Togo,                               2020,               8278.737,            152.211
Tokelau,                            2018,               1.318,               131.8
Tokelau,                            2019,               1.33,                133
Tokelau,                            2020,               1.35,                135
Tonga,                              2018,               103.199,             143.332
Tonga,                              2019,               104.497,             145.135
Tonga,                              2020,               105.697,             146.801
Trinidad and Tobago,                2018,               1389.841,            270.924
Trinidad and Tobago,                2019,               1394.969,            271.924
Trinidad and Tobago,                2020,               1399.491,            272.805
Tunisia,                            2018,               11565.203,           74.441
Tunisia,                            2019,               11694.721,           75.275
Tunisia,                            2020,               11818.618,           76.072
Turkey,                             2018,               82340.09,            106.987
Turkey,                             2019,               83429.607,           108.402
Turkey,                             2020,               84339.067,           109.584
Turkmenistan,                       2018,               5850.902,            12.451
Turkmenistan,                       2019,               5942.094,            12.645
